Date,ARE,AMT,AIV,AVB,BXP,CBRE,CCI,DLR,DRE,EQIX,EQR,ESS,EXR,FRT,PEAK,HST,IRM,KIM,MAA,PLD,PSA,O,REG,SBAC,UDR,VTR,VNO,WELL,WY
2019-09-24,147.22,219.05,4.90,199.93,122.15,52.36,136.80,122.33,32.44,560.96,80.85,309.40,111.32,127.37,33.25,16.38,28.04,18.73,123.07,81.56,236.17,71.83,63.60,252.78,45.50,66.57,56.35,84.19,26.75
2019-09-25,147.57,216.01,4.94,201.23,122.76,53.38,134.63,122.43,32.58,568.03,81.44,311.45,112.01,127.16,33.01,16.34,28.04,18.82,123.69,82.43,234.46,71.86,63.54,244.09,45.51,66.92,57.42,84.19,27.03
2019-09-26,149.22,217.88,4.98,203.91,125.04,53.24,136.46,123.26,33.00,571.73,82.07,314.20,112.89,128.75,33.28,16.19,28.68,19.27,124.23,83.55,234.91,72.95,64.76,244.05,45.88,67.74,57.73,85.56,27.09
2019-09-27,148.13,213.95,4.95,204.11,123.60,52.90,132.49,123.57,32.94,565.45,82.13,312.37,111.65,129.15,33.41,16.58,28.92,19.34,124.11,83.08,233.52,72.80,64.98,234.98,45.77,67.67,58.06,85.25,26.98
2019-09-30,149.03,216.05,4.98,205.12,123.16,53.01,133.59,124.49,32.88,565.63,82.14,312.66,111.78,128.75,33.52,16.76,29.11,19.37,123.80,82.53,233.76,72.59,65.36,239.27,45.91,67.83,57.71,85.59,26.89
2019-10-01,148.16,215.82,4.96,203.86,122.23,51.19,131.46,123.77,32.57,558.56,82.05,311.69,110.68,128.34,33.59,16.46,29.01,19.26,123.77,81.59,228.95,72.75,65.13,235.23,45.74,67.39,56.88,84.47,26.46
2019-10-02,146.96,214.94,4.96,204.81,119.15,49.45,131.18,122.43,32.69,550.65,81.99,311.97,110.23,128.05,33.75,16.08,28.78,19.23,124.30,81.59,230.91,72.64,64.41,231.95,45.62,67.72,56.88,84.77,25.95
2019-10-03,149.13,218.76,5.04,207.64,121.48,49.98,131.99,124.33,33.01,564.60,82.92,314.09,111.61,127.91,34.04,16.14,29.28,19.15,124.78,82.81,234.33,73.66,64.24,235.43,46.03,68.77,57.49,86.23,26.16
2019-10-04,149.77,220.74,5.10,208.62,122.26,50.67,132.54,124.93,33.16,570.39,83.29,316.25,112.38,128.56,34.23,16.11,28.95,19.27,126.12,83.47,235.24,74.23,64.92,234.73,46.43,69.25,58.04,86.83,26.23
2019-10-07,149.33,220.11,5.10,208.81,121.73,50.42,132.08,123.00,32.74,566.13,83.57,315.46,111.71,128.48,34.16,16.28,29.00,19.39,126.35,83.06,235.05,73.67,64.78,234.50,46.42,68.43,57.63,86.43,26.22
2019-10-08,148.12,220.91,5.09,207.41,120.71,49.63,131.74,123.71,32.72,558.47,83.37,313.68,111.97,127.64,34.29,15.94,28.74,19.32,126.32,82.46,235.24,73.77,64.31,235.31,46.30,67.94,56.93,86.09,25.59
2019-10-09,148.85,221.37,5.07,208.38,121.45,50.34,131.90,125.30,32.45,563.87,83.40,315.14,111.81,127.49,34.29,15.92,28.54,19.24,126.62,82.79,235.73,74.12,64.17,236.78,46.25,68.45,56.61,86.25,25.85
2019-10-10,149.12,221.09,5.10,208.32,120.81,50.49,132.83,125.29,32.26,561.12,83.95,316.81,111.26,127.14,34.38,16.00,29.03,19.31,127.10,83.10,235.13,74.53,64.24,240.92,46.29,67.92,56.37,86.49,25.88
2019-10-11,148.96,219.30,5.12,207.74,121.77,51.82,131.35,124.01,32.47,555.64,83.44,312.96,110.68,128.81,34.19,16.15,28.97,19.50,126.41,83.13,234.42,73.74,64.42,239.58,45.79,66.99,56.78,86.09,26.34
2019-10-14,148.87,220.46,5.14,207.74,121.18,51.98,130.82,124.53,32.28,556.51,83.40,313.49,110.26,128.61,34.48,15.81,29.21,19.53,127.20,83.54,233.82,73.81,64.38,238.98,46.26,67.47,56.37,86.67,26.38
2019-10-15,148.30,219.06,5.12,207.07,122.39,52.49,129.40,124.47,32.43,560.58,83.38,314.28,110.03,129.07,34.53,15.91,29.47,19.45,127.75,86.30,231.50,73.92,64.53,237.14,46.30,67.09,57.52,86.29,26.44
2019-10-16,150.22,216.87,5.15,208.82,121.91,52.47,129.44,125.24,32.38,556.89,83.81,315.21,110.20,129.75,34.65,15.85,29.40,19.46,127.97,86.23,230.70,74.41,64.40,231.12,47.05,66.68,57.06,85.94,26.89
2019-10-17,150.26,220.72,5.16,208.70,121.26,52.35,134.14,126.37,32.85,560.77,83.56,314.59,109.36,130.28,34.80,15.92,29.45,19.36,128.60,86.35,229.40,74.40,64.40,238.17,47.12,66.81,56.78,86.09,27.20
2019-10-18,150.94,223.83,5.21,209.74,121.93,52.21,138.44,127.53,32.88,565.25,84.15,317.11,109.31,130.55,35.17,15.93,30.11,19.67,129.63,86.78,230.22,75.23,64.73,242.19,47.49,67.67,56.58,86.95,27.46
2019-10-21,152.43,224.13,5.24,211.52,123.47,52.65,137.76,128.82,33.19,566.17,84.48,318.30,110.65,132.14,35.34,16.28,30.50,19.96,131.27,87.76,232.35,75.69,65.37,243.91,47.86,67.51,57.45,87.06,27.89
2019-10-22,152.03,221.54,5.24,211.32,124.28,51.71,135.79,129.28,32.95,558.89,84.21,316.82,110.24,132.84,35.29,16.26,30.53,20.11,130.81,87.95,229.26,75.47,65.51,243.07,47.41,66.86,57.69,86.79,28.28
2019-10-23,152.60,220.83,5.23,211.03,124.41,52.37,135.41,130.17,33.09,555.65,83.64,314.28,110.68,132.45,35.68,16.33,30.82,19.99,130.40,88.97,229.14,76.02,65.18,246.04,47.22,67.97,58.65,86.03,28.65
2019-10-24,153.99,218.34,5.21,209.80,125.74,52.45,136.19,128.84,33.35,552.43,83.40,312.31,110.56,131.95,35.36,16.27,30.72,19.89,130.60,89.19,230.05,76.54,64.83,244.63,47.15,67.31,58.48,85.77,28.29
2019-10-25,153.10,211.70,5.19,209.01,125.56,52.61,135.50,127.37,33.45,554.79,83.49,311.17,107.38,131.50,34.15,16.17,30.64,19.88,129.95,88.00,223.02,76.57,64.43,242.24,47.13,61.30,58.26,83.05,28.21
2019-10-28,153.71,205.91,5.16,206.71,126.03,53.25,133.97,126.86,34.12,556.15,83.27,309.54,107.23,131.16,34.00,16.19,30.25,19.70,129.44,83.18,221.69,76.57,64.04,240.62,46.78,60.03,58.04,82.18,28.52
2019-10-29,151.23,211.20,5.16,205.11,126.62,53.63,133.60,125.23,34.01,556.53,83.39,309.38,107.86,131.44,34.24,16.10,30.40,19.85,129.89,83.92,223.69,76.54,64.50,236.82,46.90,59.37,59.05,84.45,28.80
2019-10-30,153.89,212.25,5.22,208.60,131.97,53.81,133.82,124.10,34.35,560.10,84.60,313.62,106.06,133.50,34.70,16.15,30.09,20.44,131.17,84.92,212.79,77.57,65.61,240.00,48.03,60.28,60.46,85.41,29.16
2019-10-31,153.59,213.07,5.25,207.34,130.32,53.55,133.38,121.83,34.01,555.80,84.42,313.12,107.42,128.63,35.39,15.89,29.48,20.27,133.31,84.99,212.41,77.65,63.25,238.77,47.92,60.46,59.49,85.63,28.36
2019-11-01,153.27,210.57,5.28,206.94,130.55,54.79,132.06,121.60,34.20,551.35,83.93,310.80,106.42,128.28,34.87,16.24,30.12,20.43,133.47,84.68,208.97,76.97,63.11,238.30,47.43,59.47,59.49,85.00,29.12
2019-11-04,152.09,206.22,5.24,204.09,131.59,54.84,129.26,118.98,34.22,532.68,82.87,308.31,104.30,126.59,33.99,16.60,30.89,20.12,133.47,85.00,205.98,76.10,62.38,232.77,47.28,57.98,60.22,82.04,29.32
2019-11-05,150.04,201.28,5.13,200.68,129.49,55.54,126.53,118.27,33.59,516.98,80.76,304.70,102.48,126.40,33.99,16.87,30.01,20.00,130.12,83.19,205.17,74.27,62.79,226.97,46.25,56.15,59.84,80.77,28.81
2019-11-06,149.97,203.21,5.12,202.23,131.01,53.08,128.69,117.67,33.78,521.58,81.49,304.33,104.20,127.19,32.80,16.89,30.22,20.11,130.84,84.81,204.43,74.81,62.76,229.69,46.40,56.01,59.75,80.13,28.68
2019-11-07,148.88,200.97,5.06,199.23,131.05,54.50,126.77,113.81,33.51,512.38,80.05,301.35,103.31,124.92,31.96,16.43,30.09,19.64,129.74,84.51,204.41,73.64,61.68,224.96,45.29,55.72,59.47,78.60,28.50
2019-11-08,148.91,201.14,5.08,199.90,131.41,54.89,125.71,111.79,33.48,520.04,79.97,301.43,101.70,124.35,32.01,16.64,29.24,19.60,128.52,84.32,201.44,72.45,61.37,226.68,45.18,55.30,60.22,78.25,28.77
2019-11-11,150.09,202.59,5.09,200.50,131.63,55.16,126.00,111.88,33.64,524.64,80.14,299.99,101.10,124.24,31.74,16.52,29.53,19.64,127.47,84.57,201.55,72.68,61.53,226.83,45.31,54.89,60.15,78.47,28.68
2019-11-12,149.70,202.00,5.05,199.09,128.82,55.05,125.57,111.34,33.78,520.95,79.42,295.80,99.96,123.10,31.59,16.27,29.35,19.49,126.22,83.90,199.36,71.92,61.51,224.62,44.85,54.42,59.22,78.52,28.29
2019-11-13,151.51,205.49,5.13,201.56,129.86,55.07,126.25,111.37,33.95,530.26,80.81,299.76,100.81,123.40,32.21,16.33,29.32,19.79,129.15,85.16,201.75,72.93,61.40,229.51,45.48,54.58,59.39,79.29,28.14
2019-11-14,152.34,206.94,5.18,202.54,130.90,55.57,128.46,112.32,34.09,534.16,81.68,300.79,102.48,124.57,32.29,16.54,29.90,20.27,131.14,86.31,202.96,73.33,62.42,233.15,45.82,54.39,59.85,79.76,28.48
2019-11-15,153.60,208.47,5.22,204.36,130.67,56.44,129.43,114.00,34.25,539.75,82.33,305.34,102.57,124.71,32.73,16.61,30.18,20.24,132.68,86.29,203.21,73.54,62.04,235.41,46.20,54.15,59.87,80.14,28.50
2019-11-18,154.30,209.41,5.26,205.07,131.75,56.05,130.64,115.53,34.18,547.40,82.83,307.16,101.90,124.79,33.01,16.69,30.38,20.47,132.05,87.06,203.52,74.30,61.88,234.32,46.43,54.19,59.60,80.93,28.76
2019-11-19,154.16,210.62,5.27,206.77,131.34,55.87,129.08,116.99,34.42,556.47,82.91,308.68,102.19,124.63,33.25,16.66,30.52,20.37,131.78,88.16,203.71,73.85,61.93,238.12,46.62,54.47,59.08,81.20,28.86
2019-11-20,154.83,212.90,5.26,206.11,131.13,55.50,131.55,116.36,34.29,560.22,82.52,305.06,102.35,123.86,33.34,16.33,30.62,20.16,131.83,88.66,203.48,74.04,61.13,239.24,46.52,54.29,58.56,80.95,28.65
2019-11-21,153.84,208.64,5.15,202.61,129.90,54.78,130.17,114.93,33.88,551.75,80.99,301.75,101.08,123.00,32.62,16.24,30.15,20.06,129.85,87.99,200.95,72.62,60.68,236.22,45.63,53.39,57.88,79.67,28.19
2019-11-22,154.48,205.29,5.13,201.27,130.69,54.91,127.16,114.70,33.74,549.20,80.74,297.45,101.04,123.27,32.68,16.39,30.37,20.02,128.91,87.70,199.21,72.36,60.87,230.89,45.37,53.32,57.76,79.82,28.15
2019-11-25,155.58,204.90,5.12,202.10,130.65,56.12,126.27,113.45,33.63,545.53,80.48,296.95,100.52,123.30,32.69,16.61,30.60,20.15,128.68,88.00,198.63,72.43,61.07,230.09,45.34,53.53,58.20,79.38,28.55
2019-11-26,156.00,209.86,5.16,205.39,131.57,57.88,129.17,115.67,34.35,546.35,81.29,298.88,102.38,124.04,33.12,16.94,29.30,20.29,131.47,89.42,202.16,72.84,61.41,235.60,45.74,54.68,58.95,80.68,28.76
2019-11-27,157.03,209.98,5.17,205.35,132.04,57.56,128.56,116.23,34.38,556.70,81.54,299.56,101.62,125.22,33.35,17.20,28.74,20.36,131.51,89.49,202.17,73.75,61.76,236.05,45.80,54.53,59.03,81.89,28.88
2019-11-29,157.24,209.12,5.18,204.25,131.60,57.02,128.45,115.99,34.28,558.33,81.03,298.81,101.47,124.91,33.14,16.95,28.87,20.32,130.55,88.66,200.80,72.96,61.73,234.99,45.82,54.16,59.12,80.69,28.65
2019-12-02,154.42,204.76,5.04,201.19,130.01,56.52,125.84,114.37,33.75,541.48,79.51,291.67,100.09,122.72,32.14,16.96,28.71,19.78,128.20,87.17,199.22,71.88,60.52,230.68,44.61,53.76,58.02,79.42,28.36
2019-12-03,156.04,206.36,5.09,203.38,131.53,56.32,128.92,113.26,33.85,544.30,79.84,293.09,101.65,123.46,32.66,17.00,29.03,19.89,128.64,87.87,202.00,71.79,60.86,233.50,44.94,53.96,58.81,80.08,28.48
2019-12-04,154.87,208.46,5.08,205.12,131.08,57.03,129.28,114.22,34.17,554.47,80.22,298.09,101.85,123.85,32.67,17.01,29.25,20.00,129.25,88.23,202.96,72.30,61.28,233.88,45.28,53.90,59.10,79.94,28.74
2019-12-05,155.83,208.63,5.07,205.68,132.15,57.87,129.74,112.70,34.33,551.65,80.50,297.84,102.46,124.05,32.80,17.18,29.12,19.92,129.49,88.47,203.45,72.06,60.74,234.46,45.60,53.63,59.01,80.21,28.73
2019-12-06,156.67,207.33,5.07,205.71,132.30,58.50,130.18,113.52,34.27,550.79,80.41,298.57,102.86,124.62,32.62,17.34,29.43,19.91,129.28,88.55,203.82,72.30,61.08,235.01,45.67,53.38,60.03,79.93,28.98
2019-12-09,157.12,207.77,5.07,205.68,132.86,58.28,130.58,113.85,34.25,552.30,80.51,297.88,102.03,125.72,32.48,17.40,29.66,19.96,129.49,88.50,203.35,72.12,61.31,236.26,45.63,53.40,60.38,79.33,28.86
2019-12-10,156.77,205.18,5.02,205.08,132.61,58.48,128.78,112.77,34.26,549.35,80.12,296.31,100.87,124.48,31.97,17.35,29.57,19.90,127.98,88.27,201.44,71.99,60.98,234.12,45.52,52.63,61.02,78.90,28.48
2019-12-11,153.91,206.70,4.96,202.02,130.41,58.41,129.36,112.22,33.93,550.74,78.73,291.71,100.43,122.75,31.53,17.36,29.36,19.58,126.26,86.97,200.07,71.01,59.46,234.29,44.64,52.34,60.07,77.45,28.81
2019-12-12,151.75,204.88,4.91,199.25,128.36,58.96,127.99,110.99,33.43,539.57,77.87,287.44,97.98,120.67,30.69,17.31,29.41,19.20,125.44,86.12,196.54,69.64,57.72,226.62,44.23,51.22,59.55,75.50,29.02
2019-12-13,151.38,207.64,4.92,198.75,128.34,58.26,128.65,110.06,33.33,543.55,77.14,287.64,98.74,120.84,30.64,17.40,28.94,19.09,125.17,85.75,197.68,69.03,57.81,234.00,44.12,51.55,59.76,75.06,29.11
2019-12-16,151.29,210.65,4.95,199.45,128.85,59.22,130.42,111.79,33.56,554.34,77.61,288.10,99.66,121.48,30.81,17.71,29.13,19.18,125.21,85.57,198.40,69.54,58.63,233.21,44.17,52.26,59.87,75.06,29.12
2019-12-17,149.86,207.07,4.86,196.85,127.73,58.84,129.11,110.16,33.19,549.14,76.28,283.51,99.13,120.26,30.43,17.78,28.75,19.18,122.85,84.56,197.49,68.30,58.35,226.17,43.59,51.85,59.51,73.85,29.13
2019-12-18,153.00,212.95,4.86,197.64,128.67,60.11,133.04,112.69,33.32,556.96,76.45,283.73,99.92,121.23,30.81,17.94,29.13,19.35,123.61,85.31,200.35,68.62,59.19,232.43,43.76,52.04,60.61,74.80,29.31
2019-12-19,154.62,219.05,4.88,197.89,128.89,59.82,135.67,115.18,33.40,567.27,76.52,285.89,100.25,120.93,31.25,18.07,29.23,19.31,124.04,85.07,202.19,68.89,59.36,236.66,44.04,52.59,61.59,75.43,29.48
2019-12-20,154.06,222.51,4.88,198.15,128.97,60.64,137.69,114.23,33.36,569.03,76.46,284.62,100.85,120.32,31.98,18.13,29.27,19.30,124.75,85.78,203.52,69.03,59.46,239.71,44.17,53.36,61.26,76.72,29.61
2019-12-23,154.03,221.76,4.86,197.28,129.00,60.11,136.31,112.88,33.15,563.05,75.90,284.11,100.20,120.15,31.75,18.12,29.07,19.10,123.77,85.36,202.30,68.51,58.79,239.10,43.74,53.38,61.35,76.19,29.60
2019-12-24,154.89,221.87,4.89,198.08,129.13,60.59,135.79,113.00,33.23,564.63,76.54,285.66,100.78,120.03,31.83,18.14,29.09,19.14,124.08,85.61,201.94,68.90,58.72,238.64,43.92,53.28,61.54,76.27,29.32
2019-12-26,154.83,223.63,4.89,198.45,130.27,61.28,136.33,114.32,33.37,570.80,76.74,286.81,100.97,120.56,32.02,18.24,29.16,19.23,124.14,86.15,203.38,69.35,58.84,239.75,44.06,53.51,62.18,76.79,29.46
2019-12-27,155.19,224.82,4.93,198.94,130.78,60.95,136.80,114.39,33.46,573.75,77.08,286.89,100.88,121.20,32.29,18.28,29.14,19.52,124.69,86.40,203.65,69.74,59.28,239.89,44.19,53.71,62.11,77.25,29.45
2019-12-30,155.48,224.60,4.92,199.23,130.75,61.04,137.11,114.52,33.50,571.52,76.86,286.88,100.70,121.49,32.36,18.30,29.03,19.53,125.22,86.58,203.24,69.74,59.22,236.99,44.18,53.85,61.88,77.30,29.40
2019-12-31,157.34,225.55,4.97,201.23,131.89,61.29,137.84,115.90,33.78,574.93,77.60,289.86,101.96,122.75,32.75,18.22,29.19,19.73,126.47,86.86,204.92,70.32,59.88,239.48,44.54,54.37,62.69,78.03,29.66
2020-01-02,155.54,224.25,4.87,198.87,129.71,61.48,137.38,114.22,33.49,570.65,76.50,287.38,101.10,119.46,32.00,17.91,27.86,18.68,124.32,86.14,203.44,69.23,58.54,237.37,43.98,53.10,61.74,76.47,28.87
2020-01-03,156.42,224.36,4.95,200.78,130.72,60.97,138.14,116.09,34.10,576.33,77.48,290.19,102.82,120.28,32.61,17.72,28.07,18.88,125.72,87.10,205.63,70.48,59.23,239.52,44.34,53.74,62.23,77.81,28.92
2020-01-06,156.80,224.30,4.98,201.11,131.64,60.69,136.97,115.05,33.73,575.70,77.71,289.03,102.76,121.70,32.92,17.26,28.55,19.13,125.90,86.76,206.37,70.83,59.38,239.74,44.24,54.29,63.04,79.00,28.86
2020-01-07,151.67,219.52,4.91,196.74,129.35,60.62,134.66,113.92,33.52,573.14,76.55,285.50,102.29,119.53,32.71,17.21,28.38,18.90,124.02,86.20,205.55,70.85,58.54,235.96,43.70,53.84,62.27,78.48,28.67
2020-01-08,153.69,221.43,4.94,197.55,128.67,60.20,135.22,114.90,33.71,575.03,76.72,287.15,102.50,119.93,32.77,17.33,28.35,18.82,124.90,86.67,205.92,71.17,59.01,238.52,43.75,53.58,62.14,78.50,28.78
2020-01-09,153.14,222.26,4.91,198.01,128.73,60.56,135.99,114.91,33.55,580.14,77.11,288.51,102.21,118.99,32.95,17.12,28.31,18.42,124.98,86.68,206.01,69.96,58.42,239.69,43.87,53.27,62.32,78.68,29.01
2020-01-10,154.41,226.51,4.96,200.03,129.23,60.24,138.08,116.51,34.02,585.08,77.93,291.35,104.03,120.07,33.18,17.21,28.08,18.49,126.94,87.15,207.67,70.43,58.77,243.29,44.25,53.64,62.62,79.01,29.04
2020-01-13,156.56,231.03,5.00,202.49,130.85,60.66,138.94,118.06,34.46,586.02,78.90,294.33,104.37,120.94,33.56,17.36,28.25,18.82,128.08,89.45,208.60,71.59,58.96,248.48,44.77,54.04,63.17,80.22,29.71
2020-01-14,156.25,229.60,4.94,201.04,130.49,60.28,137.64,116.88,34.09,577.69,77.83,290.79,104.59,121.74,33.44,17.37,28.03,19.10,127.36,88.31,208.15,71.59,59.47,247.10,44.61,53.67,63.09,80.18,30.09
2020-01-15,158.03,231.00,5.02,203.34,131.38,60.39,139.68,117.11,34.25,577.43,78.70,291.76,105.79,122.24,33.81,17.33,28.20,19.28,127.62,89.85,210.01,72.57,59.84,247.93,45.04,54.33,63.18,81.06,30.38
2020-01-16,159.51,227.92,5.07,206.21,133.25,60.80,140.82,119.70,34.48,586.18,79.12,294.84,107.06,123.26,34.61,17.56,28.51,19.38,129.20,90.96,211.72,72.73,60.03,249.16,45.48,55.22,63.41,82.58,30.74
2020-01-17,158.62,229.08,5.08,207.34,133.52,61.03,140.84,120.45,34.76,579.17,79.11,297.58,107.69,123.51,34.44,17.56,28.74,19.32,129.49,91.86,212.42,72.92,59.98,250.46,45.59,55.38,63.35,82.43,30.43
2020-01-21,160.47,232.33,5.13,210.44,134.28,61.10,143.71,121.70,35.02,581.14,79.88,300.11,108.84,124.80,34.93,17.28,29.00,19.45,130.99,93.12,214.25,74.23,60.60,252.84,46.12,56.00,63.89,83.78,30.25
2020-01-22,158.99,230.79,5.10,207.89,133.84,60.91,144.18,122.23,34.70,582.64,79.01,298.52,105.90,124.51,34.68,17.21,29.09,19.38,130.40,91.53,212.65,73.44,60.37,251.02,45.92,54.88,63.74,82.06,29.95
2020-01-23,161.07,233.41,5.18,209.66,135.98,60.84,145.24,123.03,35.04,587.06,79.67,301.09,106.72,124.98,35.18,17.14,29.23,19.49,131.83,93.25,214.78,73.77,60.82,253.41,46.29,55.07,64.68,83.24,30.27
2020-01-24,160.34,233.10,5.20,210.47,135.86,60.77,145.35,124.15,35.17,583.07,79.36,298.16,107.08,123.78,35.15,16.78,28.90,19.39,132.36,93.69,216.00,73.67,60.54,251.56,46.29,55.40,64.07,82.97,29.99
2020-01-27,159.49,233.06,5.16,210.02,134.93,60.44,145.74,124.88,35.09,585.03,78.96,297.65,107.15,121.32,34.96,16.36,28.97,19.18,132.05,92.56,215.80,73.92,60.11,251.15,46.17,55.09,62.98,82.89,29.63
2020-01-28,160.06,232.77,5.13,210.41,135.07,61.46,147.13,125.66,35.29,593.52,79.33,297.14,106.69,121.32,34.87,16.59,29.27,19.25,132.82,93.11,215.33,74.62,60.50,250.17,46.31,55.04,63.20,82.77,29.85
2020-01-29,160.20,229.10,5.11,207.87,136.74,61.45,144.53,123.54,35.45,593.63,78.89,292.41,105.65,120.19,34.83,16.47,29.04,19.12,131.99,94.03,213.70,74.63,59.76,247.77,46.01,54.27,63.31,82.56,29.56
2020-01-30,160.16,230.83,5.12,209.20,137.37,61.88,146.54,121.71,35.79,593.94,80.52,300.72,106.74,119.61,34.68,16.26,29.21,18.44,132.87,93.75,215.64,75.43,59.21,252.15,46.29,54.56,63.18,81.49,29.53
2020-01-31,158.91,227.43,5.08,207.93,137.14,61.05,145.29,119.05,35.38,580.87,79.67,298.44,106.84,119.21,34.19,16.05,28.95,18.15,132.60,90.50,215.31,75.11,58.88,247.99,46.03,54.48,62.60,81.02,28.43
2020-02-03,160.48,229.72,5.08,207.93,136.97,62.02,144.66,119.19,35.38,594.53,79.44,300.01,105.78,119.26,34.30,16.06,29.17,18.28,132.54,89.52,215.72,74.91,58.77,248.01,46.18,54.54,62.12,80.59,27.72
2020-02-04,163.38,233.04,5.12,209.93,138.30,63.43,145.88,120.98,35.74,598.72,80.21,300.19,106.39,121.36,34.63,16.54,29.54,18.52,134.67,91.03,214.73,75.02,59.46,252.57,46.58,54.88,62.95,81.06,27.68
2020-02-05,163.52,231.99,5.14,208.82,138.78,63.93,145.41,119.89,35.75,592.23,79.89,298.69,105.67,122.15,34.48,16.74,29.27,18.79,134.46,90.36,213.76,75.20,60.21,252.97,46.55,55.11,63.28,80.16,28.41
2020-02-06,163.43,233.39,5.15,210.28,138.13,63.88,145.93,120.04,35.81,594.66,80.43,303.23,106.20,122.68,34.50,16.70,29.25,18.74,135.63,90.73,215.57,75.82,60.28,254.89,46.73,55.42,63.48,80.79,28.14
2020-02-07,163.15,234.31,5.14,210.31,136.53,64.03,145.92,119.33,35.69,596.90,80.75,303.28,106.39,122.07,34.49,16.40,29.16,18.70,136.44,90.75,216.73,76.16,59.91,257.20,46.92,55.50,63.14,80.27,28.07
2020-02-10,166.09,239.16,5.19,212.79,136.96,64.25,148.28,122.04,36.33,602.84,81.45,305.74,107.39,122.03,35.06,16.39,29.28,18.77,137.56,92.24,217.87,76.71,60.55,263.08,47.47,55.57,63.03,81.22,28.14
2020-02-11,167.14,249.54,5.21,213.87,137.97,63.08,156.14,121.49,36.66,604.35,81.31,306.21,107.68,118.24,34.76,16.63,29.12,18.22,137.17,93.75,217.82,75.37,59.46,282.22,47.52,54.95,63.90,81.01,28.39
2020-02-12,168.86,251.42,5.21,215.32,138.74,63.69,158.26,122.98,36.89,613.78,81.31,307.51,108.27,118.09,34.91,16.79,29.12,17.89,137.74,94.31,218.67,75.00,59.14,290.97,47.36,55.25,64.11,81.93,29.22
2020-02-13,169.02,252.12,5.25,216.47,139.28,64.12,158.95,122.47,37.20,626.20,81.72,309.76,109.12,119.05,35.42,16.57,30.56,18.04,139.30,94.00,219.93,75.47,59.63,287.96,47.67,55.13,64.44,83.68,29.71
2020-02-14,170.34,251.49,5.32,218.34,140.85,63.96,160.93,127.28,37.73,638.91,82.91,312.32,111.42,121.32,35.80,16.61,30.36,18.35,140.62,95.05,224.03,76.87,60.76,292.76,48.35,56.26,64.62,85.23,30.11
2020-02-18,169.28,248.23,5.32,218.85,141.12,63.46,161.17,128.93,37.77,633.92,82.73,312.08,111.40,120.99,35.82,16.55,31.20,18.17,141.20,95.83,223.01,77.02,60.97,289.89,48.46,56.30,64.51,85.72,29.58
2020-02-19,164.75,243.49,5.27,216.68,138.62,63.40,160.58,128.16,37.61,634.05,81.84,309.87,103.75,119.81,35.33,16.41,30.96,17.69,140.16,95.27,210.54,76.32,60.12,288.03,48.22,55.70,61.28,83.72,29.83
2020-02-20,164.29,242.94,5.35,217.97,140.56,63.70,161.92,131.93,37.91,638.65,82.85,314.19,103.59,121.72,35.78,16.88,31.45,18.07,142.74,96.42,213.99,78.46,60.80,290.30,48.74,58.76,61.18,83.99,30.32
2020-02-21,163.57,242.42,5.38,218.81,139.47,62.73,162.96,133.70,38.07,646.13,83.44,317.00,105.41,123.01,35.65,17.07,31.56,18.17,142.80,96.69,217.25,78.97,61.00,293.79,48.94,59.31,60.77,83.95,30.18
2020-02-24,162.36,240.55,5.32,216.67,138.10,60.07,161.31,130.93,36.98,635.21,82.27,313.90,105.03,121.94,35.60,16.14,30.73,18.08,141.01,93.52,217.92,78.71,60.76,293.66,48.54,59.37,59.36,83.49,29.23
2020-02-25,159.35,241.56,5.20,212.46,130.83,57.96,158.07,129.26,35.82,625.06,80.08,306.29,103.29,118.48,34.22,15.12,30.19,17.71,138.26,89.35,212.54,77.51,59.26,289.26,47.55,56.32,56.07,79.96,27.57
2020-02-26,158.80,238.16,5.13,212.28,129.55,56.93,157.75,126.20,35.49,622.95,79.94,305.35,103.92,117.20,33.54,14.63,30.27,17.42,137.54,88.92,219.62,76.40,58.87,286.47,47.35,56.02,54.73,77.79,26.91
2020-02-27,150.62,228.60,4.81,199.28,122.70,56.54,143.90,119.24,33.22,590.95,75.24,285.84,97.20,111.49,31.44,14.52,28.58,16.85,129.69,84.49,203.33,69.82,56.00,270.18,45.17,51.80,51.81,72.84,25.90
2020-02-28,147.89,222.58,4.64,192.48,123.36,56.14,138.94,116.26,31.84,566.53,72.02,273.00,96.88,110.94,30.36,14.22,27.86,16.53,124.92,82.12,201.23,69.57,55.03,263.43,43.22,50.63,51.00,72.10,25.52
2020-03-02,151.49,236.27,4.80,201.20,128.71,58.19,151.50,126.30,33.24,612.11,75.83,282.71,101.74,114.36,31.50,14.70,29.04,16.98,130.85,86.01,210.98,72.06,57.76,283.26,45.24,49.30,52.90,72.53,26.95
2020-03-03,153.61,238.14,4.81,200.30,127.14,57.73,153.33,125.43,33.45,608.43,75.34,281.22,101.98,111.84,31.89,13.92,28.77,16.92,132.66,87.10,209.50,71.69,56.44,284.86,45.52,49.11,51.91,74.21,26.25
2020-03-04,159.15,246.98,4.98,208.92,132.14,59.16,158.60,130.65,35.07,638.43,77.71,291.80,105.98,116.40,33.17,14.02,29.96,17.42,140.13,91.95,217.55,75.10,59.45,301.34,47.42,50.61,53.26,76.76,27.85
