Date,ARE,AMT,AIV,AVB,BXP,CBRE,CCI,DLR,DRE,EQIX,EQR,ESS,EXR,FRT,PEAK,HST,IRM,KIM,MAA,PLD,PSA,O,REG,SBAC,UDR,VTR,VNO,WELL,WY
2016-01-04,77.07,87.65,3.34,152.97,107.12,34.09,71.08,63.95,17.59,268.63,57.66,203.95,73.25,122.36,26.68,12.32,18.90,19.63,74.98,36.18,203.91,41.30,56.19,104.79,31.00,43.69,63.77,53.37,24.70
2016-01-05,78.13,89.38,3.43,156.49,109.76,34.39,72.54,64.02,17.83,275.28,58.82,206.29,75.40,123.78,27.25,12.51,19.25,20.25,75.92,36.94,209.67,42.19,57.29,106.16,31.39,44.46,64.61,54.69,24.76
2016-01-06,77.60,89.06,3.39,155.32,109.74,32.91,71.93,64.62,17.57,280.47,58.26,204.58,76.03,124.54,26.16,12.25,19.10,20.07,75.52,36.74,210.00,42.44,57.62,105.19,31.16,44.05,64.30,54.57,24.21
2016-01-07,75.04,86.84,3.37,154.61,107.79,31.07,70.14,64.44,17.08,275.17,58.08,202.56,75.22,122.50,25.46,11.83,18.47,19.56,75.66,35.78,207.81,41.71,57.09,101.65,30.81,43.28,63.67,53.01,23.32
2016-01-08,74.01,85.41,3.31,151.87,104.77,30.72,69.16,64.65,16.72,281.07,56.88,200.82,74.99,122.70,25.39,11.80,18.05,19.23,75.17,35.46,206.30,41.29,56.59,100.71,30.40,43.32,62.30,53.13,23.10
2016-01-11,73.08,85.64,3.33,152.81,105.81,30.09,69.67,65.96,16.85,283.87,57.58,202.55,75.74,123.52,25.79,11.99,18.25,19.53,75.42,35.42,208.33,42.18,56.93,102.92,30.75,43.57,61.99,53.49,22.86
2016-01-12,72.25,85.64,3.30,151.94,104.37,30.33,69.98,65.53,16.63,285.72,57.69,201.77,75.49,123.67,25.71,11.65,17.87,19.45,75.19,35.13,208.75,42.31,56.64,99.90,30.43,43.03,61.08,53.08,22.38
2016-01-13,70.30,83.53,3.24,149.82,102.40,29.09,68.91,65.15,16.43,277.25,57.14,200.91,74.69,124.00,25.26,10.94,17.65,19.22,75.05,34.97,208.06,41.83,56.10,96.82,30.40,41.99,60.21,51.95,22.15
2016-01-14,70.06,83.58,3.19,149.12,103.39,29.47,69.89,65.76,16.38,282.15,56.70,198.38,72.75,124.21,25.09,11.20,17.69,19.28,75.12,34.23,208.38,42.16,55.92,98.57,29.94,42.07,59.96,51.80,21.87
2016-01-15,69.33,80.12,3.19,148.72,102.16,28.94,65.86,64.05,16.35,275.08,56.71,197.79,71.76,123.94,25.29,10.70,17.50,19.37,75.93,33.51,207.40,42.11,56.32,91.11,30.22,42.11,58.86,51.75,21.38
2016-01-19,69.51,82.40,3.22,150.96,102.92,28.56,66.18,63.03,16.35,267.75,57.14,199.67,73.82,125.30,25.51,10.42,17.49,19.60,76.54,33.71,208.97,42.77,57.73,89.98,30.28,42.83,59.06,52.88,21.09
2016-01-20,66.12,80.67,3.12,145.18,99.92,28.01,65.11,60.96,15.87,267.07,55.14,192.92,70.77,122.91,24.40,10.43,17.30,19.33,75.11,32.30,200.50,41.85,57.11,87.75,29.45,40.75,57.30,50.34,20.37
2016-01-21,66.09,81.59,3.12,144.99,100.08,28.35,65.87,60.84,15.94,262.91,55.17,189.93,70.66,123.08,24.86,10.97,17.52,19.82,75.08,32.58,201.15,42.38,56.91,86.69,29.37,41.58,57.57,51.09,20.70
2016-01-22,67.72,84.52,3.18,147.56,102.81,28.75,67.94,62.74,16.42,269.51,56.09,193.24,72.86,126.94,25.79,11.22,17.97,20.27,76.88,33.32,206.71,43.61,58.18,93.16,30.17,42.73,58.81,52.87,21.05
2016-01-25,67.00,82.59,3.18,147.51,101.61,27.30,67.59,63.55,16.31,272.12,56.44,191.74,73.07,125.73,25.57,11.03,17.80,19.97,77.76,33.00,206.53,43.48,57.87,92.85,29.91,42.33,58.42,52.09,20.30
2016-01-26,68.04,83.82,3.27,150.66,103.80,28.00,69.60,65.90,16.77,275.49,57.55,194.50,75.45,126.82,25.85,11.28,18.18,20.39,79.67,34.41,211.50,44.54,59.38,96.15,30.87,43.07,59.65,51.50,20.50
2016-01-27,67.30,83.85,3.22,148.62,102.76,27.74,69.25,64.65,16.55,271.79,56.49,189.45,74.02,125.08,24.57,11.02,18.19,20.16,77.62,34.08,207.09,44.45,58.48,94.37,30.04,41.42,59.06,48.07,20.31
2016-01-28,67.17,83.85,3.21,144.52,99.56,27.10,70.60,66.69,16.53,272.38,54.70,181.15,74.52,124.86,24.42,10.72,18.38,20.16,77.26,33.57,207.82,44.44,58.70,94.20,29.60,41.42,56.72,47.15,20.22
2016-01-29,68.48,85.51,3.30,145.15,100.23,27.97,71.76,67.21,16.93,281.77,55.64,183.15,75.64,127.40,25.08,11.26,19.40,20.73,78.85,34.08,211.58,45.18,60.22,98.37,30.06,42.59,57.71,48.55,21.21
2016-02-01,67.59,84.39,3.34,145.56,100.31,27.53,72.27,66.82,16.89,282.56,55.38,184.11,74.64,128.37,25.28,11.15,19.07,20.81,78.87,34.08,212.01,45.88,60.91,97.24,30.54,42.72,57.31,49.03,21.61
2016-02-02,65.95,82.80,3.30,142.55,99.03,26.29,71.76,66.80,16.55,283.61,54.56,179.03,75.98,127.04,25.01,10.75,18.75,20.72,77.66,33.91,212.96,46.34,60.21,95.52,29.97,42.16,55.61,48.23,20.98
2016-02-03,65.90,82.02,3.34,143.12,98.93,25.68,72.23,67.84,16.84,280.84,54.62,180.80,73.70,128.67,25.57,11.09,19.09,21.15,77.71,34.12,211.20,46.44,60.77,94.90,30.71,43.12,56.18,49.67,21.08
2016-02-04,66.52,82.56,3.35,144.84,101.13,26.36,71.77,68.27,16.81,279.85,55.04,181.27,71.81,127.96,25.39,11.54,19.26,21.20,73.65,34.17,205.45,46.55,60.11,95.02,31.06,43.40,56.17,49.70,21.32
2016-02-05,66.21,80.52,3.12,140.73,99.26,24.87,69.98,68.62,16.56,261.70,53.11,174.03,68.15,127.30,25.24,11.50,19.02,21.02,71.91,33.88,197.87,45.26,59.29,92.54,29.58,43.36,54.97,49.93,19.87
2016-02-08,64.53,77.42,3.00,138.43,95.86,23.36,68.01,65.87,16.26,243.91,52.13,170.31,65.41,124.37,24.10,11.19,18.78,20.48,71.13,32.51,191.07,45.49,58.64,86.05,28.64,41.36,52.66,47.92,19.38
2016-02-09,62.36,77.56,2.99,136.37,93.98,23.32,68.43,64.75,15.95,240.47,51.49,166.29,66.13,123.97,20.08,11.26,18.71,20.60,71.59,32.29,194.35,45.64,59.11,84.95,28.23,38.56,52.47,44.09,19.11
2016-02-10,63.01,77.81,3.06,139.26,95.90,24.01,68.12,65.40,16.24,248.00,51.80,169.12,66.61,123.91,19.29,11.45,18.83,20.39,72.46,32.21,196.82,45.98,58.96,85.55,28.65,38.50,52.91,44.07,18.78
2016-02-11,61.97,75.83,3.02,136.75,93.30,23.53,67.85,64.69,15.93,249.55,51.04,165.23,67.46,122.32,18.52,11.28,18.74,20.04,71.33,30.71,195.95,48.69,58.09,84.18,28.00,37.51,52.29,42.46,18.40
2016-02-12,62.14,77.65,3.04,139.17,93.67,24.34,69.20,66.50,16.28,258.47,51.45,168.05,67.89,122.38,18.62,11.72,19.30,20.05,71.85,31.14,194.93,48.98,58.03,87.97,28.21,37.29,52.93,43.03,18.72
2016-02-16,64.00,78.36,3.09,139.97,95.12,24.32,69.93,67.47,16.80,264.29,52.09,170.70,69.21,125.78,19.08,12.06,20.17,20.22,74.23,32.08,198.74,48.44,58.79,89.70,28.60,38.28,53.77,44.26,19.68
2016-02-17,64.29,78.12,3.08,142.00,96.57,25.84,70.49,66.95,17.02,263.70,52.28,173.23,70.84,125.17,19.40,12.17,20.47,20.41,74.67,32.34,205.36,48.44,58.87,90.82,28.42,38.87,53.90,44.71,20.02
2016-02-18,64.66,79.31,3.09,142.50,96.27,25.25,71.61,67.05,17.17,263.39,52.66,173.63,70.52,125.03,19.91,12.45,20.62,20.42,76.82,32.53,205.87,48.96,58.83,90.73,28.64,39.73,55.00,46.42,19.74
2016-02-19,64.84,79.15,3.08,143.98,96.94,25.06,71.14,68.33,17.25,271.61,52.77,178.00,71.90,124.08,20.13,12.24,20.39,20.51,76.98,32.23,210.25,48.77,58.95,88.82,28.86,40.18,55.47,46.83,18.94
2016-02-22,65.99,80.89,3.10,144.80,98.98,25.79,72.22,68.46,17.59,272.03,53.55,180.07,71.72,124.69,20.54,12.45,20.74,20.64,78.13,32.56,211.64,48.36,59.06,92.16,29.06,40.80,56.96,47.72,19.53
2016-02-23,65.99,79.78,3.08,144.29,98.62,25.80,71.88,67.98,17.42,264.98,53.27,179.76,71.65,124.51,20.25,12.16,20.61,20.50,77.34,32.73,211.71,48.36,58.87,91.91,28.92,41.12,56.54,47.99,20.08
2016-02-24,65.99,80.70,3.07,143.66,98.08,25.27,71.84,67.56,17.23,267.66,52.85,178.26,68.54,123.90,20.48,12.23,20.52,20.25,76.65,32.96,208.54,48.21,58.96,94.82,28.46,41.46,56.01,48.68,20.70
2016-02-25,67.89,81.05,3.12,146.19,99.34,25.71,72.21,68.69,17.71,278.98,53.77,181.33,70.51,127.06,21.03,12.61,21.08,20.68,77.55,33.73,212.86,48.69,59.93,95.71,29.17,42.41,56.38,49.57,21.00
2016-02-26,68.10,81.59,3.10,145.09,98.24,26.20,71.42,66.26,17.66,278.33,53.80,180.46,69.32,125.38,21.20,12.51,20.82,20.35,77.11,33.34,211.98,47.64,59.11,93.79,29.03,42.65,56.21,50.23,21.19
2016-02-29,68.46,83.57,3.12,145.28,98.44,25.41,72.01,66.36,17.56,275.53,53.76,179.86,68.52,125.06,20.97,12.45,20.69,20.40,75.59,33.21,208.18,47.57,59.13,94.02,29.00,42.86,56.34,50.45,21.51
2016-03-01,70.31,85.84,3.22,150.35,101.82,26.70,73.04,68.59,18.06,279.80,55.48,186.14,70.26,127.80,21.79,12.88,21.11,20.88,78.90,34.78,212.70,47.80,60.77,95.44,30.11,44.33,58.23,52.19,22.07
2016-03-02,70.18,85.76,3.26,151.11,101.80,26.43,73.60,69.14,18.15,275.82,56.61,187.35,71.97,126.95,21.96,12.97,21.12,20.97,79.42,34.94,213.75,47.97,61.60,95.12,30.55,44.97,58.97,52.94,22.42
2016-03-03,71.55,86.38,3.28,152.18,102.12,27.01,73.16,69.04,18.27,281.79,57.38,189.97,70.75,126.87,22.24,13.10,21.62,21.07,79.07,35.42,211.28,47.96,61.71,95.93,30.86,44.22,59.42,52.20,22.57
2016-03-04,72.36,86.96,3.28,152.37,102.27,27.89,72.63,68.72,18.44,281.00,57.79,191.21,70.05,126.40,22.33,13.41,21.47,21.05,78.47,35.82,208.56,47.26,61.87,95.69,29.36,44.25,60.36,52.36,22.99
2016-03-07,72.10,86.65,3.28,152.53,102.33,27.95,71.81,69.21,18.37,271.66,57.94,191.79,69.73,126.04,23.02,13.69,22.07,20.93,78.82,35.92,209.08,46.92,61.07,95.57,30.27,44.62,59.93,52.89,23.14
2016-03-08,71.85,85.75,3.26,151.81,101.00,26.72,71.16,70.45,18.04,272.59,57.38,190.73,69.60,126.45,22.74,13.23,22.15,20.84,78.97,35.69,207.71,47.65,60.65,92.67,29.89,44.02,58.48,52.09,23.03
2016-03-09,72.35,85.75,3.28,152.74,101.20,26.78,70.94,71.88,18.01,274.88,57.96,190.99,70.85,126.41,22.90,13.14,22.52,20.87,79.07,36.02,208.51,47.88,60.98,90.92,30.22,44.27,58.37,52.60,23.09
2016-03-10,72.61,85.85,3.27,151.88,101.01,26.54,70.76,71.53,17.89,279.85,57.45,189.65,71.03,127.02,22.48,13.05,21.91,20.84,79.05,35.75,208.61,48.14,61.07,91.03,30.15,44.66,57.90,51.52,23.50
2016-03-11,73.86,89.24,3.34,155.07,105.83,27.72,71.41,72.57,18.32,290.15,58.94,192.88,73.14,128.63,23.16,13.52,22.76,21.18,80.29,36.69,214.30,48.45,62.06,93.68,30.76,46.61,60.02,52.64,24.06
2016-03-14,74.17,88.88,3.33,155.15,105.84,27.89,70.76,72.16,18.24,286.52,58.69,190.02,73.31,129.21,23.13,13.71,22.68,21.20,80.78,36.60,218.15,48.55,62.24,93.50,30.78,47.20,59.66,52.62,24.36
2016-03-15,75.23,89.20,3.34,155.77,106.40,26.94,71.01,73.44,18.18,285.11,58.77,190.20,74.12,130.03,22.79,13.46,22.33,21.42,81.69,36.57,221.34,48.64,62.63,94.20,31.31,47.36,59.72,52.01,24.57
2016-03-16,75.74,90.47,3.37,156.74,108.13,27.25,71.51,73.83,18.55,289.02,59.31,190.81,75.57,131.59,22.87,13.75,22.54,21.62,83.52,36.91,225.14,49.47,63.27,94.69,31.58,47.63,60.70,52.64,24.67
2016-03-17,77.27,92.23,3.45,159.93,109.53,27.82,72.32,74.97,18.84,289.22,60.20,194.55,76.66,135.09,23.34,13.62,23.35,22.15,84.86,37.47,226.59,50.03,64.61,98.40,32.18,48.35,61.29,53.45,25.20
2016-03-18,76.39,91.10,3.43,158.31,109.24,28.62,72.69,75.00,18.69,288.11,60.04,194.29,75.26,132.23,23.51,13.80,23.47,21.72,85.09,37.28,226.33,49.76,62.43,98.26,31.93,48.23,60.96,53.11,25.21
2016-03-21,76.11,90.95,3.43,156.61,108.63,28.86,72.27,73.33,18.47,289.60,59.04,194.44,74.34,130.94,22.99,13.67,23.19,21.26,83.62,37.16,221.97,49.38,61.97,97.53,31.60,47.91,60.46,52.87,25.36
2016-03-22,76.61,90.58,3.44,157.31,108.09,29.51,72.34,73.89,18.52,291.10,59.22,196.36,74.45,130.64,22.81,13.40,23.60,21.35,83.56,37.12,221.67,49.47,61.70,96.84,31.65,47.99,60.30,52.79,25.62
2016-03-23,76.54,90.26,3.43,157.02,107.16,28.50,72.05,73.88,18.55,291.39,59.06,196.38,75.06,129.29,22.42,13.15,23.52,21.19,83.16,36.78,222.76,49.90,61.32,96.06,31.42,47.71,59.48,52.90,25.33
2016-03-24,76.56,90.96,3.44,156.66,106.83,28.04,71.99,73.06,18.46,292.66,59.02,194.41,75.66,129.53,22.46,13.15,23.46,21.20,82.62,36.91,224.01,49.94,61.43,97.01,31.30,47.53,59.54,52.96,25.41
2016-03-28,77.90,90.86,3.46,158.22,107.75,28.14,72.08,73.72,18.59,295.42,60.00,196.18,76.54,130.01,22.81,13.28,23.69,21.36,83.55,37.46,226.68,50.47,62.33,96.83,31.69,48.21,60.17,53.51,25.65
2016-03-29,79.30,92.38,3.53,161.66,109.91,28.58,72.72,75.00,19.22,300.50,61.23,202.24,78.09,132.74,23.35,13.55,23.98,21.97,85.13,38.23,230.58,51.08,63.16,99.27,32.18,49.29,61.62,54.89,25.99
2016-03-30,78.84,92.73,3.55,160.99,109.86,28.69,73.12,74.90,19.00,299.38,60.94,201.09,77.70,132.52,23.00,13.55,24.06,21.85,85.29,38.08,229.49,50.71,62.90,99.04,32.31,49.09,61.31,54.48,26.01
2016-03-31,79.31,92.79,3.56,162.16,110.18,28.82,72.76,75.04,19.14,301.75,61.09,202.40,78.50,132.62,23.10,13.74,24.28,21.94,85.90,38.53,231.69,50.95,62.71,99.25,32.55,49.09,61.61,54.85,25.95
2016-04-01,79.02,94.72,3.58,161.88,110.36,29.11,73.27,75.86,18.91,301.05,61.20,201.50,78.54,133.50,23.12,13.22,23.43,22.02,86.16,38.91,231.43,50.74,63.11,101.10,32.42,49.30,61.79,54.71,26.09
2016-04-04,79.43,94.90,3.59,161.73,110.54,29.24,73.20,75.84,19.06,303.94,60.79,202.34,78.52,133.31,23.37,12.90,23.43,21.85,85.77,38.71,232.06,50.67,63.17,100.91,32.57,49.57,61.91,55.05,26.13
2016-04-05,79.41,94.27,3.55,161.72,110.13,28.89,72.47,75.34,18.96,299.86,60.26,200.67,77.80,132.35,23.45,12.71,23.35,21.66,85.55,38.48,230.03,51.24,62.40,99.17,32.27,49.54,61.45,54.90,25.78
2016-04-06,78.83,95.81,3.58,161.52,110.89,28.89,73.17,76.30,19.04,298.74,60.73,201.14,78.51,133.55,23.87,12.74,23.27,21.85,85.97,38.41,229.93,51.33,62.39,99.67,32.27,48.40,62.04,54.63,25.79
2016-04-07,78.35,95.17,3.56,160.23,109.42,28.04,72.99,76.38,18.99,297.28,60.17,199.58,77.86,132.46,24.13,12.58,23.11,21.61,85.67,38.07,230.01,51.07,62.18,98.16,32.09,48.64,61.13,54.40,25.79
2016-04-08,79.38,96.28,3.59,161.31,110.21,28.66,74.07,76.78,19.20,297.44,60.17,200.30,78.60,132.67,24.56,12.56,23.40,21.68,86.34,38.48,230.20,51.35,62.59,98.89,32.07,48.69,61.78,54.81,26.17
2016-04-11,79.23,96.56,3.52,158.19,110.02,28.39,73.61,76.67,19.12,295.62,58.85,196.58,77.23,132.50,24.58,12.78,23.48,21.81,85.09,38.35,228.69,51.35,62.25,97.86,31.26,49.02,61.74,55.01,26.23
2016-04-12,80.74,96.70,3.54,158.25,112.01,29.02,73.75,77.51,19.07,293.92,58.91,197.89,77.38,132.48,24.80,13.05,23.74,22.02,85.55,38.35,231.97,51.96,62.90,99.49,31.41,49.33,63.21,55.27,26.34
2016-04-13,80.32,96.76,3.46,156.10,111.28,30.15,73.94,75.61,18.90,293.39,57.45,192.96,76.84,131.47,24.88,13.25,23.77,22.07,84.09,38.83,228.40,51.42,62.63,100.53,30.74,49.46,62.66,55.08,26.61
2016-04-14,80.64,95.82,3.37,152.00,111.25,30.37,73.32,74.31,18.86,292.66,56.48,189.44,74.97,131.09,24.85,13.24,23.82,21.94,81.44,38.72,224.40,51.08,62.13,99.93,30.25,49.29,62.46,55.11,26.56
2016-04-15,81.90,96.35,3.44,154.67,112.34,30.41,73.42,74.60,18.94,295.72,57.72,194.62,75.75,132.13,24.76,13.34,24.03,22.04,82.90,39.10,225.07,51.36,62.75,100.66,30.89,49.25,62.61,55.22,26.58
2016-04-18,81.84,96.13,3.48,156.12,112.72,30.71,73.67,74.92,19.06,297.08,58.01,195.98,76.06,132.35,24.90,13.05,24.88,22.03,83.59,39.35,228.98,51.47,62.96,101.28,31.17,49.69,62.50,55.88,26.80
2016-04-19,81.86,96.09,3.48,156.55,113.70,30.62,74.10,75.22,19.01,296.41,58.42,198.43,73.95,132.06,24.98,13.05,25.06,22.05,83.92,39.92,221.32,51.59,62.90,100.92,31.32,49.85,62.67,56.42,26.79
2016-04-20,80.29,95.47,3.41,152.96,111.56,30.68,73.69,73.83,18.62,296.64,57.10,192.84,73.52,130.26,24.25,12.79,25.09,21.76,82.18,39.27,220.74,50.18,61.90,102.47,30.49,48.63,61.86,54.59,26.74
2016-04-21,79.49,93.42,3.37,151.44,110.89,30.13,72.25,72.60,18.43,291.88,56.84,192.39,71.72,127.26,23.42,12.83,25.21,21.46,81.02,38.58,214.27,48.12,60.74,102.05,30.20,46.54,61.41,52.70,26.66
2016-04-22,80.89,94.90,3.42,153.61,112.19,30.52,73.81,73.07,18.61,293.81,57.53,194.31,72.23,128.17,23.93,12.62,25.47,21.71,81.68,39.16,215.83,48.39,61.45,102.79,30.65,47.17,62.25,54.00,27.02
2016-04-25,81.34,94.89,3.46,154.87,112.71,30.01,73.33,74.12,18.83,298.20,58.02,196.86,72.61,129.50,24.11,12.57,25.42,21.88,82.39,39.93,217.13,49.17,62.02,102.54,31.06,47.85,62.74,54.82,26.71
2016-04-26,81.57,95.43,3.45,154.96,113.19,30.38,73.65,74.16,18.88,301.20,57.42,195.10,73.25,130.42,24.46,12.76,25.75,21.98,82.62,39.94,215.72,48.58,62.26,103.37,30.75,48.49,63.05,54.89,27.01
2016-04-27,81.79,95.17,3.42,153.06,113.23,30.60,73.80,74.30,18.90,302.76,55.97,194.43,72.26,131.35,24.27,13.12,25.79,22.09,81.89,40.12,208.49,48.46,62.64,103.86,30.07,48.74,62.82,55.21,27.07
2016-04-28,81.89,94.84,3.41,153.09,112.40,30.88,73.30,74.65,18.86,299.50,56.13,194.15,72.35,130.48,24.04,13.02,25.95,21.86,81.81,39.81,209.16,48.64,62.27,103.09,29.98,48.55,62.51,55.10,26.82
2016-04-29,81.11,95.53,3.41,150.73,111.72,29.63,73.08,74.61,18.57,301.42,55.42,190.79,71.35,129.24,23.98,13.02,26.15,21.63,81.09,39.60,205.64,48.42,61.75,102.09,29.73,48.44,62.46,54.91,26.91
2016-05-02,82.17,96.10,3.50,154.17,113.67,30.04,73.63,75.89,18.92,304.41,56.30,192.94,72.96,131.15,24.35,13.18,26.20,21.96,82.53,40.12,212.16,48.92,62.91,104.22,30.05,48.83,63.57,55.59,27.04
2016-05-03,81.76,94.87,3.54,154.64,112.66,29.33,72.58,75.75,18.83,303.74,56.36,193.45,74.65,131.46,24.70,13.26,26.13,21.93,82.55,39.81,212.73,49.65,62.96,98.12,30.22,49.47,61.76,56.83,26.44
2016-05-04,83.25,96.10,3.59,157.86,113.21,29.41,73.95,77.54,19.10,305.51,57.35,195.52,75.95,133.25,25.07,13.30,26.56,22.30,84.03,40.01,216.28,51.02,64.73,98.87,30.79,51.03,61.80,58.83,26.34
2016-05-05,83.43,96.83,3.60,159.03,113.45,29.56,73.97,77.55,19.28,301.92,57.58,198.08,76.20,133.48,24.66,13.32,26.68,22.47,85.21,40.21,218.45,51.04,65.10,99.04,31.08,51.35,62.15,58.32,26.42
2016-05-06,83.47,97.07,3.64,160.04,113.49,29.34,74.31,78.17,19.57,307.45,57.95,200.93,77.63,133.90,24.90,13.46,27.21,22.76,86.50,40.64,221.18,52.00,65.74,100.00,31.42,51.54,62.95,58.88,26.48
2016-05-09,84.17,97.14,3.66,161.12,114.68,29.03,75.26,79.00,19.95,311.18,58.52,202.10,78.40,135.52,25.93,13.51,27.31,22.82,86.95,41.24,222.41,52.38,66.48,99.29,31.69,51.98,63.63,59.78,25.93
2016-05-10,83.80,97.62,3.67,162.84,115.42,29.34,76.19,79.40,19.90,311.24,58.90,204.35,78.98,135.11,25.01,13.72,27.27,22.87,87.10,41.64,222.55,52.52,66.31,101.20,31.81,52.16,64.05,58.45,26.04
2016-05-11,82.01,96.30,3.61,159.50,113.49,29.28,75.81,78.87,19.63,310.85,56.88,199.58,77.09,132.21,24.57,13.23,26.84,22.53,85.30,40.95,217.79,51.75,65.33,100.74,31.21,51.16,63.09,56.87,25.96
2016-05-12,81.78,97.06,3.62,159.99,113.90,28.81,76.09,80.28,20.02,315.89,56.89,199.00,78.45,133.05,24.67,13.08,27.26,22.40,86.31,41.38,222.34,52.46,65.93,100.25,31.34,52.02,63.50,57.70,26.16
2016-05-13,82.77,96.27,3.60,158.66,112.76,28.68,75.58,80.05,19.92,314.21,56.34,197.11,78.09,131.94,24.64,12.85,27.13,22.06,87.03,41.37,219.98,52.03,65.09,99.08,30.89,52.05,62.52,57.44,25.85
2016-05-16,84.04,96.98,3.63,160.00,113.41,28.43,76.00,82.49,20.16,318.07,56.79,198.62,78.59,133.25,24.76,12.86,27.24,22.40,87.82,41.94,222.57,52.27,66.00,98.97,31.12,52.42,63.61,58.14,25.94
2016-05-17,82.76,95.96,3.57,157.17,113.05,28.31,75.81,80.91,19.87,312.34,55.49,194.11,77.34,130.03,24.20,12.75,26.99,21.49,85.68,41.42,216.92,51.12,64.56,98.29,30.74,51.75,62.82,57.31,25.71
2016-05-18,82.28,95.23,3.57,155.05,110.32,28.29,76.12,79.34,19.69,312.10,55.12,193.45,76.59,128.36,23.44,12.34,26.20,21.02,84.36,40.87,213.21,49.78,63.57,97.54,30.42,50.98,61.61,55.51,25.52
2016-05-19,81.62,94.52,3.53,152.88,107.25,27.76,75.31,78.60,19.59,313.01,54.40,191.55,75.38,128.01,23.25,12.07,26.01,20.90,83.95,40.57,209.83,48.29,63.56,96.54,30.05,50.61,60.86,54.74,25.39
2016-05-20,83.45,94.74,3.56,153.84,107.84,28.80,75.64,79.50,19.81,314.79,54.93,192.85,76.46,129.69,23.30,12.00,25.91,21.01,84.72,40.85,212.00,48.41,64.24,96.41,30.24,50.91,61.03,54.86,25.48
2016-05-23,83.53,94.87,3.57,153.64,107.89,28.61,76.01,79.90,19.80,316.08,54.99,192.28,76.56,128.82,23.39,12.16,25.77,20.99,84.23,40.59,211.57,48.29,64.05,96.73,30.33,51.07,61.20,54.68,25.86
2016-05-24,85.52,95.91,3.61,153.54,109.12,29.18,76.79,79.85,20.24,325.32,55.35,193.42,77.25,130.24,23.46,12.40,26.22,21.37,86.02,41.21,213.68,48.60,64.84,97.57,30.66,51.47,62.40,54.97,26.08
2016-05-25,85.74,96.70,3.63,154.15,108.60,30.00,76.61,80.63,19.94,328.07,56.05,195.60,77.49,129.51,23.48,12.63,26.17,21.35,85.74,41.07,212.80,48.56,64.37,97.63,30.80,51.47,62.44,54.91,26.34
2016-05-26,84.18,95.91,3.66,153.41,108.20,29.39,76.39,80.39,20.04,332.98,55.96,196.53,77.81,130.28,23.55,12.51,26.36,21.55,85.49,41.08,213.47,48.99,64.83,97.79,30.58,51.45,62.21,55.17,26.18
2016-05-27,84.28,96.60,3.67,153.59,108.73,29.56,76.38,80.27,20.28,336.17,55.95,196.38,78.05,130.54,23.81,12.59,26.35,21.62,86.71,41.49,214.39,49.15,65.10,97.94,30.78,51.70,62.53,55.44,26.37
2016-05-31,84.56,96.35,3.66,153.36,108.92,29.85,76.39,80.94,20.26,331.98,56.35,196.66,78.09,130.19,23.69,12.67,26.30,21.68,87.26,41.45,213.11,49.31,64.59,98.49,30.67,51.72,62.73,55.15,26.39
2016-06-01,84.18,96.07,3.59,150.41,110.20,30.03,76.38,81.06,20.38,335.60,54.04,189.48,78.11,130.76,23.86,12.71,26.24,21.88,87.06,41.68,215.70,49.93,64.91,97.46,29.82,51.91,62.62,55.21,26.24
2016-06-02,84.90,97.06,3.57,150.52,110.33,30.19,77.22,82.36,20.44,337.06,54.14,188.72,78.45,131.55,24.05,12.98,26.57,22.12,86.33,41.87,216.70,50.51,65.32,100.81,29.91,52.02,63.26,55.60,26.24
2016-06-03,85.22,97.43,3.51,147.85,110.78,30.15,78.03,83.48,20.67,334.45,52.90,184.55,78.58,132.32,24.19,12.88,26.63,22.22,84.94,42.26,218.61,51.74,65.96,101.06,29.11,53.04,63.05,57.08,26.07
2016-06-06,84.22,97.64,3.41,145.13,110.16,30.65,78.26,84.52,20.61,338.67,51.80,181.75,77.19,131.86,24.08,12.90,26.43,22.09,83.16,42.14,216.22,51.34,65.44,101.21,28.45,52.64,62.88,55.88,26.08
2016-06-07,84.24,98.25,3.44,144.76,110.88,30.97,79.09,86.55,20.75,340.19,52.24,181.06,77.25,131.87,24.54,12.95,26.63,22.20,83.19,42.74,214.78,51.85,65.52,103.46,28.45,53.32,62.90,56.59,26.13
2016-06-08,84.72,97.97,3.46,144.61,111.04,31.04,79.06,87.00,20.97,342.02,52.33,181.05,76.43,132.41,24.77,12.91,26.87,22.48,83.15,43.05,211.68,52.11,66.35,103.15,28.57,53.47,63.34,57.47,26.12
2016-06-09,85.66,99.34,3.51,145.15,111.82,30.75,79.42,87.21,21.19,342.27,52.48,181.11,75.31,133.53,24.85,12.83,26.92,22.52,83.44,43.86,206.16,52.50,67.11,102.89,28.70,53.94,63.82,57.74,25.70
2016-06-10,86.04,99.09,3.50,144.99,111.17,29.80,79.18,86.77,21.16,339.60,52.45,181.18,74.42,133.44,24.81,12.67,26.98,22.52,83.15,43.91,203.10,52.76,67.12,100.09,28.72,54.07,63.06,57.74,25.88
2016-06-13,85.97,99.22,3.51,145.48,110.21,29.40,79.49,85.74,21.05,338.70,52.30,182.93,74.29,133.17,24.93,12.66,27.53,22.46,85.03,43.96,203.40,52.62,66.90,99.83,29.00,54.67,62.81,58.19,25.14
