Date,ATVI,GOOGL,GOOG,T,CHTR,CMCSA,DISCA,DISCK,DISH,EA,FB,FOXA,FOX,IPG,LYV,NFLX,NWSA,TMUS,TTWO,DIS,TWTR,VZ,VIAC
2016-08-12,40.09,807.05,783.22,33.27,258.62,30.90,26.35,25.33,51.02,77.33,124.88,,,19.45,26.45,96.59,12.62,46.95,41.34,92.03,19.54,43.92,
2016-08-15,40.42,805.96,782.44,33.07,260.51,30.90,26.58,25.42,52.25,79.37,123.90,,,19.65,26.83,95.31,12.75,46.77,42.34,92.27,20.86,43.89,
2016-08-16,38.31,801.19,777.14,32.25,257.14,30.81,26.35,25.24,52.16,77.95,123.30,,,19.49,26.39,95.12,12.78,46.24,41.22,92.06,20.40,43.19,
2016-08-17,38.86,805.42,779.91,32.17,257.43,31.02,26.97,25.93,51.18,79.66,124.37,,,19.36,26.43,96.37,12.85,46.38,41.06,92.06,20.17,43.53,
2016-08-18,39.00,802.75,777.50,31.82,254.83,30.85,26.84,25.91,51.53,80.87,123.91,,,19.34,26.95,96.16,12.84,46.98,41.09,91.85,19.00,43.28,
2016-08-19,38.96,799.65,775.42,31.52,252.63,30.34,26.73,25.98,50.40,81.65,123.56,,,19.41,26.92,95.87,12.83,46.27,40.98,91.60,18.98,42.94,
2016-08-22,39.10,796.95,772.15,31.44,252.65,30.41,26.56,25.86,49.89,81.38,124.15,,,19.41,26.77,95.26,12.91,46.71,41.29,91.10,18.55,43.02,
2016-08-23,39.60,796.59,772.08,31.40,252.24,30.05,26.39,25.59,49.98,82.20,124.37,,,19.45,26.97,95.94,12.94,46.83,42.25,91.20,18.69,43.09,
2016-08-24,39.63,793.60,769.64,31.41,251.74,30.06,26.11,25.34,49.59,82.31,123.48,,,19.30,26.72,95.18,12.93,46.21,42.22,91.06,18.25,43.00,
2016-08-25,39.95,791.30,769.41,31.57,252.07,30.01,25.87,25.09,49.30,81.44,123.89,,,19.10,26.43,97.32,12.97,46.28,42.31,90.80,18.32,43.18,
2016-08-26,40.00,793.22,769.54,31.27,250.93,29.98,25.73,25.00,48.84,81.10,124.96,,,19.05,26.21,97.58,13.06,45.96,42.24,90.48,18.30,42.63,
2016-08-29,40.24,795.82,772.15,31.51,252.31,30.05,25.66,24.94,49.86,81.40,126.54,,,19.19,26.50,97.30,13.11,46.73,44.17,90.15,18.47,42.98,
2016-08-30,40.52,791.92,769.09,31.43,256.03,30.00,25.59,24.82,49.83,81.62,125.84,,,19.56,26.72,97.45,13.08,46.10,43.81,90.15,18.38,42.79,
2016-08-31,40.32,789.85,767.05,31.42,257.21,29.87,25.51,24.82,50.23,81.12,126.12,,,19.53,26.72,97.45,13.13,46.34,43.47,89.77,19.21,42.84,
2016-09-01,41.08,791.40,768.78,31.48,268.82,30.16,25.69,24.95,50.66,81.65,126.17,,,19.38,26.77,97.38,13.05,46.25,43.76,89.57,19.50,43.03,
2016-09-02,41.71,796.87,771.46,31.48,271.79,30.28,25.89,25.08,51.78,83.35,126.51,,,19.42,27.07,97.38,13.02,47.29,44.70,89.73,19.55,43.29,
2016-09-06,42.40,808.02,780.08,31.69,274.67,30.36,25.09,24.47,50.45,83.76,129.73,,,19.19,26.86,100.09,12.85,47.21,44.65,89.14,19.93,43.81,
2016-09-07,42.28,807.99,780.35,31.72,277.56,30.37,25.07,24.44,50.79,82.64,131.05,,,19.54,27.02,99.15,12.87,46.73,43.56,89.05,19.87,43.97,
2016-09-08,42.20,802.84,775.32,31.66,268.66,30.28,25.38,24.52,51.60,82.05,130.27,,,19.42,26.37,99.66,12.90,46.71,43.28,89.41,18.70,43.88,
2016-09-09,41.21,788.48,759.66,30.52,264.12,29.80,24.55,23.67,49.69,79.75,127.10,,,18.88,25.76,96.50,12.48,44.64,42.74,87.83,18.11,42.42,
2016-09-12,42.35,798.82,769.02,31.29,269.31,30.10,25.18,24.18,50.99,80.73,128.69,,,19.35,26.20,99.05,13.08,45.93,43.54,88.99,18.15,43.04,
2016-09-13,42.30,788.72,759.69,30.72,264.97,29.64,24.73,23.77,49.74,80.76,127.21,,,18.95,25.68,96.09,12.84,45.34,43.78,88.09,17.76,42.12,
2016-09-14,42.55,790.46,762.49,30.66,266.69,29.83,24.74,23.79,50.29,80.72,127.77,,,18.76,26.11,97.01,12.90,45.87,44.11,87.67,18.08,42.15,
2016-09-15,43.45,801.23,771.76,31.09,266.27,30.32,24.41,23.70,52.05,83.26,128.35,,,19.13,26.25,97.34,12.84,47.18,45.23,87.90,18.30,42.55,
2016-09-16,43.29,797.97,768.88,30.90,265.94,30.17,24.35,23.61,52.07,82.78,129.07,,,19.02,25.96,99.48,12.84,46.55,44.73,87.96,19.11,42.47,
2016-09-19,43.00,795.39,765.70,30.79,262.93,30.14,24.55,23.74,52.29,82.66,128.65,,,19.09,26.16,98.06,12.82,45.93,44.71,88.03,18.36,41.92,
2016-09-20,43.01,799.78,771.41,30.71,264.56,30.31,24.27,23.57,52.33,82.88,128.64,,,18.98,26.63,98.25,12.90,44.50,45.24,88.33,18.39,41.97,
2016-09-21,43.53,805.03,776.22,31.18,274.27,30.74,24.53,23.87,53.25,83.36,129.94,,,18.98,27.02,94.88,13.11,45.88,46.34,87.80,18.49,42.46,
2016-09-22,43.38,815.95,787.21,31.60,276.73,30.80,25.71,24.84,53.86,83.06,130.08,,,18.99,27.41,95.83,13.31,47.03,45.87,88.77,18.63,42.86,
2016-09-23,43.23,814.96,786.90,31.73,276.08,30.73,26.09,25.22,53.91,84.15,127.96,,,18.72,27.45,95.94,13.22,47.29,46.32,88.63,22.62,43.03,
2016-09-26,42.86,802.65,774.21,31.62,273.82,30.12,26.16,25.33,53.97,83.39,127.31,,,18.51,27.44,94.56,13.00,46.92,45.90,87.39,23.37,42.69,
2016-09-27,43.08,810.73,783.01,31.87,275.40,30.28,26.37,25.69,54.35,85.09,128.69,,,18.74,27.48,97.07,13.14,46.90,46.11,87.16,23.72,42.97,
2016-09-28,43.04,810.06,781.56,31.40,276.57,30.52,26.80,26.11,54.93,84.89,129.23,,,18.93,27.50,97.48,13.19,46.81,45.36,87.62,22.96,42.62,
2016-09-29,43.08,802.64,775.01,31.31,271.83,30.32,26.81,26.09,55.04,84.15,128.09,,,18.64,27.50,96.67,13.07,46.46,45.17,87.24,23.01,42.67,
2016-09-30,43.17,804.06,777.29,31.21,269.97,30.36,26.92,26.31,54.78,85.29,128.27,,,18.86,27.48,98.55,13.16,46.72,45.08,88.24,23.05,42.55,
2016-10-03,42.98,800.38,772.56,31.34,268.16,30.42,27.39,26.84,55.65,85.30,128.77,,,18.88,27.71,102.63,13.58,46.88,45.16,87.89,24.00,42.47,
2016-10-04,43.01,802.79,776.43,30.67,267.41,30.25,27.40,26.75,55.90,85.45,128.19,,,18.73,27.91,102.34,13.44,46.75,45.50,87.99,23.52,41.96,
2016-10-05,43.40,801.23,776.47,30.47,267.08,30.24,27.69,26.97,56.09,85.36,128.47,,,18.66,28.16,106.28,13.76,46.07,45.61,87.85,24.87,41.62,
2016-10-06,42.87,803.08,776.86,30.43,268.17,30.06,27.84,27.13,55.59,84.47,128.74,,,18.74,27.85,105.07,13.66,45.50,45.49,88.22,19.87,41.62,
2016-10-07,42.80,800.71,775.08,30.24,266.97,30.04,27.17,26.49,55.45,83.70,128.99,,,19.06,27.59,104.82,13.28,45.27,44.69,87.89,19.85,41.33,
2016-10-10,42.67,814.17,785.94,30.35,267.85,30.23,27.04,26.41,56.00,84.63,130.24,,,19.14,27.75,103.33,13.10,46.15,43.77,87.89,17.56,41.56,
2016-10-11,41.81,809.57,783.07,30.42,257.86,29.85,26.40,25.82,55.33,83.26,128.88,,,19.00,27.41,100.59,12.86,45.61,42.22,87.29,18.00,41.32,
2016-10-12,42.23,811.77,786.14,30.60,256.89,29.98,26.17,25.55,55.60,82.42,129.05,,,19.10,27.44,99.50,12.68,46.03,42.50,86.87,18.05,41.65,
2016-10-13,42.06,804.08,778.19,30.63,256.40,29.93,25.68,25.02,56.98,81.65,127.82,,,18.98,27.22,100.23,12.74,46.01,42.35,86.59,17.79,41.64,
2016-10-14,42.58,804.60,778.53,30.51,257.59,29.96,25.34,24.73,56.97,82.48,127.88,,,19.12,27.21,101.47,12.58,46.23,42.69,86.76,16.88,41.63,
2016-10-17,42.42,806.84,779.96,30.55,257.52,29.88,25.29,24.59,56.69,82.21,127.54,,,19.04,26.92,99.80,12.59,46.52,44.85,86.32,16.73,41.76,
2016-10-18,43.05,821.49,795.26,30.62,259.95,29.82,25.21,24.50,56.62,83.90,128.57,,,19.05,27.21,118.79,12.71,47.35,45.09,86.64,16.83,41.62,
2016-10-19,42.67,826.84,801.50,30.64,260.20,29.83,25.61,24.86,57.44,82.65,130.11,,,19.07,27.68,121.87,12.84,47.32,44.22,87.36,17.07,41.71,
2016-10-20,43.19,821.63,796.97,30.07,258.12,29.57,25.71,24.98,59.18,82.41,130.00,,,19.00,27.38,123.35,12.71,47.05,44.98,87.46,16.90,40.69,
2016-10-21,43.41,824.06,799.37,29.17,255.06,29.44,26.64,25.90,57.40,82.76,132.07,,,18.88,27.60,127.50,12.62,46.75,44.99,88.41,18.09,39.91,
2016-10-24,44.31,835.74,813.11,28.68,259.60,29.85,26.62,25.91,58.56,84.04,133.28,,,19.31,27.38,127.33,12.20,51.19,45.91,88.73,18.03,39.92,
2016-10-25,43.91,828.55,807.67,28.55,257.06,29.65,26.18,25.47,58.76,82.83,132.29,,,19.15,27.79,126.51,11.90,49.60,45.88,88.14,17.26,39.61,
2016-10-26,43.31,822.10,799.07,28.34,248.64,28.75,26.44,25.66,58.23,82.47,131.04,,,18.88,27.67,126.97,12.15,49.50,45.31,88.84,17.29,39.44,
2016-10-27,42.61,817.35,795.35,28.41,244.10,28.25,26.16,25.40,58.18,82.61,129.69,,,18.60,27.06,126.47,11.50,49.50,45.10,89.35,17.40,40.19,
2016-10-28,42.22,819.56,795.37,28.40,249.25,28.44,25.85,25.17,57.38,79.34,131.29,,,18.82,27.42,126.57,11.45,49.35,44.71,89.19,17.66,39.92,
2016-10-31,42.07,809.90,784.54,28.62,249.89,28.41,26.11,25.11,58.56,78.42,130.99,,,18.89,27.67,124.87,11.41,49.73,44.39,88.08,17.95,39.83,
2016-11-01,41.51,805.48,783.61,28.44,249.57,28.24,25.79,24.79,57.19,77.74,129.50,,,18.71,27.01,123.30,11.34,49.29,43.93,87.80,17.49,39.46,
2016-11-02,41.51,788.42,768.70,28.30,252.91,28.25,25.20,24.37,55.10,79.01,127.17,,,18.61,26.73,122.34,11.14,49.18,44.80,87.34,17.61,38.87,
2016-11-03,42.27,782.19,762.13,28.50,247.42,28.01,25.78,24.81,54.92,80.41,120.00,,,18.42,26.90,122.14,11.13,49.52,48.29,88.73,17.58,38.81,
2016-11-04,40.64,781.10,762.02,28.40,250.23,27.88,25.64,24.59,54.93,80.11,120.75,,,18.61,26.81,122.03,11.19,49.35,48.30,87.85,18.02,38.98,
2016-11-07,40.04,802.03,782.52,28.64,257.16,28.27,25.55,24.73,56.25,80.97,122.15,,,18.78,27.69,124.58,11.50,50.35,49.57,89.74,18.41,39.30,
2016-11-08,39.97,811.98,790.51,28.78,262.26,28.73,25.85,25.06,56.68,81.38,124.22,,,19.05,27.91,124.34,10.96,50.46,49.22,89.69,18.38,39.45,
2016-11-09,39.13,805.59,785.31,29.13,269.83,29.16,25.90,25.16,57.93,79.33,123.18,,,18.50,27.96,122.19,11.27,53.01,49.00,89.94,19.13,39.63,
2016-11-10,37.71,780.29,762.56,28.45,270.87,29.92,26.03,25.34,56.38,76.69,120.80,,,18.45,28.78,115.42,11.25,52.18,46.94,90.24,18.37,38.66,
2016-11-11,38.41,771.75,754.02,28.40,272.44,30.54,26.44,25.78,55.55,77.35,119.02,,,18.62,28.56,114.78,11.41,52.54,47.95,92.82,18.55,38.66,
2016-11-14,36.81,753.22,736.08,28.11,263.14,30.91,28.35,27.32,53.97,76.28,115.08,,,18.70,28.47,113.38,11.45,52.92,46.49,93.05,19.14,38.24,
2016-11-15,37.55,775.16,758.49,28.61,260.20,30.78,27.80,26.71,54.80,77.52,117.20,,,19.43,27.90,113.59,11.30,53.46,46.51,92.84,18.98,39.22,
2016-11-16,37.98,779.98,764.48,28.90,261.99,31.01,27.63,26.66,54.70,78.73,116.34,,,19.56,27.85,115.19,11.31,52.73,46.47,94.19,18.63,39.69,
2016-11-17,38.92,786.16,771.23,29.10,265.48,31.48,28.03,27.09,55.66,79.51,117.79,,,20.37,28.56,115.03,11.29,53.39,48.63,94.43,18.55,39.61,
2016-11-18,37.41,775.97,760.54,29.22,262.70,31.41,27.50,26.75,55.85,78.88,117.02,,,19.92,28.05,115.21,11.17,53.59,47.64,93.36,18.73,39.80,
2016-11-21,37.45,784.80,769.20,29.36,264.10,31.34,27.55,26.71,56.17,78.16,121.77,,,20.19,28.13,117.96,11.04,53.72,48.03,92.78,18.60,40.00,
2016-11-22,36.22,785.00,768.27,29.99,273.02,31.72,27.46,26.60,56.07,77.65,121.47,,,20.51,27.85,118.04,10.99,54.24,47.28,92.85,18.63,40.98,
2016-11-23,36.31,779.00,760.99,30.13,272.31,31.69,27.35,26.50,55.69,79.24,120.84,,,20.56,27.70,117.69,11.10,54.34,48.48,93.38,18.22,41.59,
2016-11-25,36.27,780.23,761.68,30.50,275.50,31.78,27.54,26.77,55.93,79.06,120.38,,,20.75,27.74,117.41,11.10,54.59,48.81,93.91,18.06,41.95,
2016-11-28,36.42,785.79,768.24,30.76,270.82,31.39,27.22,26.58,56.15,78.63,120.41,,,20.72,27.77,116.93,11.14,54.98,48.48,94.05,18.30,42.33,
2016-11-29,36.98,789.44,770.84,30.71,280.49,32.23,27.65,27.12,57.69,81.26,120.87,,,20.66,28.12,117.51,10.86,55.39,50.09,94.72,18.19,42.19,
2016-11-30,35.68,775.88,758.04,30.05,275.31,31.95,27.09,26.44,57.45,79.13,118.42,,,20.44,27.68,117.00,10.88,54.21,49.23,94.19,18.49,41.32,
2016-12-01,34.67,764.33,747.92,30.25,272.55,32.11,27.15,26.54,56.22,75.48,115.10,,,20.48,27.51,117.22,11.07,54.26,47.23,94.02,18.03,41.29,
2016-12-02,34.80,764.46,750.50,30.04,266.67,31.61,26.60,26.02,55.55,75.76,115.40,,,20.36,27.07,120.81,10.97,54.44,47.46,93.60,17.93,41.24,
2016-12-05,35.55,778.22,762.52,30.05,270.93,31.56,27.39,26.67,56.66,77.35,117.43,,,20.38,27.33,119.16,11.11,55.02,48.41,94.99,18.23,41.19,
2016-12-06,35.77,776.18,759.11,30.61,276.32,31.57,27.79,27.03,58.51,76.77,117.31,,,19.76,27.54,124.57,11.09,55.99,48.00,95.66,18.23,41.70,
2016-12-07,36.50,791.47,771.19,31.47,284.25,31.86,28.80,28.04,58.64,77.85,117.95,,,19.91,28.04,125.39,11.13,58.39,49.02,96.92,19.48,42.54,
2016-12-08,36.44,795.17,776.42,31.44,279.00,31.82,29.55,28.66,59.93,77.68,118.91,,,20.06,28.27,123.24,11.22,58.55,49.66,99.00,19.64,42.34,
2016-12-09,35.85,809.45,789.29,31.42,278.81,31.92,29.10,28.24,59.00,78.65,119.68,,,20.30,27.90,122.88,11.34,56.74,49.78,100.42,19.65,42.63,
2016-12-12,36.22,807.90,789.27,31.99,277.92,31.71,28.58,27.70,57.78,80.51,117.77,,,20.39,26.89,122.83,11.30,56.13,50.03,99.65,18.93,42.86,
2016-12-13,36.37,815.34,796.10,32.18,283.86,32.16,28.77,27.83,58.53,80.65,120.31,,,20.62,27.16,123.78,11.18,56.65,50.85,99.45,19.37,43.35,
2016-12-14,35.80,817.89,797.07,31.98,288.26,32.18,28.68,27.74,59.70,80.59,120.21,,,20.46,27.27,123.44,11.18,56.55,49.91,99.64,18.93,42.75,
2016-12-15,36.05,815.65,797.85,32.29,291.16,32.12,28.85,27.83,58.46,81.40,120.57,,,20.51,26.84,125.00,11.00,57.25,50.46,99.97,18.79,42.90,
2016-12-16,35.54,809.84,790.80,32.42,288.44,32.11,28.39,27.52,58.40,79.40,119.87,,,20.27,26.72,124.22,10.93,57.01,49.25,99.51,18.63,43.28,
2016-12-19,35.70,812.50,794.20,32.77,288.91,32.24,28.17,27.39,58.07,79.39,119.24,,,20.27,26.64,125.45,11.04,57.80,49.09,100.84,18.24,43.81,
2016-12-20,35.89,815.20,796.42,33.04,290.38,32.63,28.49,27.64,58.35,79.39,119.09,,,20.13,27.29,125.12,10.96,58.06,49.92,100.99,17.92,43.98,
2016-12-21,35.96,812.20,794.56,32.96,291.24,32.55,28.44,27.68,59.58,79.55,119.04,,,19.95,27.20,126.50,11.03,57.82,49.75,101.09,17.08,43.86,
2016-12-22,35.51,809.68,791.26,33.24,291.02,32.64,28.13,27.41,59.07,79.68,117.40,,,20.02,27.10,125.58,11.05,58.08,49.25,100.95,16.41,44.42,
2016-12-23,35.57,807.80,789.91,33.24,290.43,32.47,28.00,27.30,58.89,80.56,117.27,,,20.04,27.24,125.59,11.04,58.02,49.88,100.69,16.50,44.45,
2016-12-27,35.60,809.93,791.55,33.18,291.80,32.57,28.12,27.50,59.55,80.97,118.01,,,20.17,27.20,128.35,11.21,58.32,49.73,100.71,16.61,44.41,
2016-12-28,35.50,804.57,785.05,33.08,291.12,32.38,27.89,27.27,58.95,80.27,116.92,,,19.98,26.87,125.89,11.00,58.00,49.25,99.88,16.39,44.25,
2016-12-29,35.55,802.88,782.79,33.19,292.19,32.21,27.69,27.01,58.40,80.05,116.35,,,20.07,26.81,125.33,10.97,58.05,49.58,100.13,16.39,44.50,
2016-12-30,35.19,792.45,771.82,33.09,287.92,31.86,27.41,26.78,57.93,78.66,115.05,,,19.88,26.60,123.80,10.78,57.51,49.29,99.80,16.30,44.20,
2017-01-03,35.71,808.01,786.14,33.47,285.77,31.86,27.96,27.37,59.69,79.06,116.86,,,19.96,27.40,127.49,11.00,58.32,49.22,101.58,16.44,45.19,
2017-01-04,36.41,807.77,786.90,33.27,291.55,32.24,28.29,27.63,60.39,80.52,118.69,,,20.06,27.63,129.41,11.17,58.82,50.14,102.89,16.86,45.14,
2017-01-05,36.97,813.02,794.02,33.18,296.17,32.37,27.20,26.60,60.76,78.85,120.67,,,19.61,27.50,131.81,11.19,57.61,49.36,102.83,17.09,45.24,
2017-01-06,36.94,825.21,806.15,32.52,298.16,32.42,27.48,26.86,61.36,78.90,123.41,,,20.07,27.68,131.07,11.23,56.77,49.95,104.36,17.17,44.57,
2017-01-09,36.74,827.18,806.65,32.11,296.26,32.68,26.87,26.25,61.64,78.54,124.90,,,19.96,27.29,130.95,11.29,56.67,50.46,103.77,17.50,44.09,
2017-01-10,37.40,826.01,804.79,32.12,298.20,32.72,26.34,25.76,61.74,78.75,124.35,,,19.79,27.65,129.89,11.29,58.74,50.81,103.79,17.37,44.15,
2017-01-11,38.20,829.86,807.91,31.96,299.54,33.09,26.51,25.99,61.89,78.91,126.09,,,20.12,27.47,130.50,11.33,57.46,51.11,104.80,17.30,43.90,
2017-01-12,38.13,829.53,806.36,32.28,297.19,32.95,27.20,26.65,62.28,79.49,126.62,,,20.11,27.44,129.18,11.31,57.15,50.87,102.97,17.38,44.09,
2017-01-13,37.96,830.94,807.88,32.24,298.43,33.58,27.40,26.82,62.27,80.24,128.34,,,20.02,27.72,133.70,11.34,57.19,51.61,103.48,17.25,43.98,
2017-01-17,37.96,827.46,804.61,32.35,306.14,33.48,27.81,27.14,62.16,80.12,127.87,,,19.97,27.66,132.89,11.51,57.05,51.40,103.39,16.96,44.14,
2017-01-18,38.08,829.02,806.07,32.11,303.69,33.35,28.01,27.40,61.35,80.42,127.92,,,19.98,27.51,133.26,11.42,58.66,51.79,103.58,17.11,43.73,
2017-01-19,37.87,824.37,802.17,32.27,306.13,33.50,28.00,27.35,61.68,80.27,127.55,,,19.57,27.34,138.41,11.33,60.07,51.79,102.73,16.79,43.82,
2017-01-20,37.98,828.17,805.02,32.62,308.44,33.94,27.89,27.31,60.14,80.01,127.04,,,19.60,27.43,138.60,11.26,59.62,52.35,103.10,16.58,44.12,
2017-01-23,37.55,844.43,819.31,33.06,308.70,33.80,28.27,27.58,61.46,79.77,128.93,,,19.61,27.53,137.39,11.25,60.24,52.16,102.58,16.61,43.86,
2017-01-24,38.10,849.53,823.87,32.55,308.35,33.96,28.49,27.80,62.43,80.40,129.37,,,19.84,27.88,140.11,11.40,60.22,53.18,103.33,16.52,41.94,
2017-01-25,38.55,858.45,835.67,32.58,310.31,33.88,27.58,27.05,62.23,81.37,131.48,,,20.16,28.07,139.52,11.58,60.74,53.88,103.46,16.73,41.65,
2017-01-26,38.46,856.98,832.15,32.87,333.15,34.83,27.90,27.28,58.02,81.59,132.78,,,20.28,27.91,138.96,11.50,63.37,53.75,103.48,16.81,41.11,
2017-01-27,38.60,845.03,823.31,33.06,323.55,35.04,28.06,27.41,59.28,83.05,132.18,,,20.28,28.10,142.45,11.63,62.42,53.69,104.67,16.57,41.51,
2017-01-30,38.60,823.83,802.32,32.91,324.80,34.76,27.98,27.40,59.34,83.73,130.98,,,20.30,28.22,141.22,11.60,61.13,53.49,106.24,16.94,41.32,
2017-01-31,39.19,820.19,796.79,33.18,323.95,34.80,28.35,27.71,59.17,83.32,130.32,,,19.98,28.62,140.71,11.57,62.27,53.65,105.96,17.62,41.01,
2017-02-01,39.44,815.24,795.70,33.10,326.85,34.89,28.04,27.40,61.14,82.89,133.23,,,19.78,28.47,140.78,11.63,63.26,54.36,106.58,17.24,40.50,
2017-02-02,39.44,818.26,798.53,32.41,324.41,34.65,27.79,27.16,61.29,82.40,130.84,,,19.79,28.62,139.20,11.50,61.15,54.80,105.92,17.78,40.40,
2017-02-03,38.99,820.13,801.49,32.46,328.71,34.72,28.09,27.44,61.85,81.17,130.98,,,19.97,28.71,140.25,11.55,61.36,53.93,105.63,17.61,40.65,
2017-02-06,39.17,821.62,801.34,32.32,322.60,34.39,27.97,27.24,60.98,81.41,132.06,,,20.12,28.67,140.97,11.50,60.96,54.20,104.93,17.93,40.19,
2017-02-07,39.03,829.23,806.97,32.36,323.37,34.54,27.99,27.25,60.42,82.10,131.84,,,19.50,28.67,144.00,11.48,61.89,53.70,104.38,18.26,40.20,
2017-02-08,38.19,829.88,808.38,32.43,325.73,34.46,27.53,26.78,60.86,81.37,134.20,,,19.58,28.57,144.74,11.44,61.89,53.71,104.38,18.72,40.48,
2017-02-09,38.72,830.06,809.56,32.51,325.07,34.62,27.96,27.22,61.07,83.15,134.14,,,19.76,28.87,144.14,11.66,62.25,56.02,104.85,16.41,40.85,
2017-02-10,46.03,834.85,813.67,32.57,324.56,34.67,28.48,27.65,61.15,86.06,134.19,,,20.57,28.88,144.82,12.51,62.39,57.88,104.63,15.58,40.99,
2017-02-13,44.54,838.96,819.24,31.99,323.02,34.93,29.03,28.10,61.95,86.21,134.05,,,21.00,29.01,143.20,12.31,60.90,58.42,105.00,15.81,40.63,
2017-02-14,43.83,840.03,820.45,32.07,322.00,35.11,28.53,27.89,61.95,85.95,133.85,,,20.81,29.03,140.82,12.31,61.60,58.26,105.65,16.52,40.39,
2017-02-15,44.32,837.32,818.98,32.36,325.18,35.34,28.49,27.89,62.89,87.83,133.44,,,21.00,29.17,142.27,12.33,61.30,59.44,105.51,16.74,40.24,
2017-02-16,44.23,842.17,824.16,32.46,324.46,35.06,28.57,27.99,62.72,87.73,133.84,,,20.79,29.29,142.01,12.28,60.61,59.97,106.02,16.35,40.55,
2017-02-17,44.18,846.55,828.07,32.65,326.55,34.75,28.68,28.09,62.89,87.18,133.53,,,20.80,29.69,142.22,12.31,63.92,59.69,105.40,16.62,41.16,
2017-02-21,44.19,849.27,831.66,32.84,325.15,34.96,29.62,28.87,62.82,87.42,133.72,,,20.88,30.47,142.60,12.54,63.20,58.98,105.35,16.42,41.37,
2017-02-22,44.08,851.36,830.76,32.73,325.14,35.01,29.51,28.64,62.40,87.26,136.12,,,20.96,30.72,143.86,12.51,63.08,58.44,105.45,16.08,41.57,
2017-02-23,43.93,851.00,831.33,33.02,324.43,34.74,29.50,28.60,61.91,86.53,135.36,,,20.83,29.76,142.78,12.46,62.07,57.85,105.08,16.03,42.10,
2017-02-24,44.39,847.81,828.64,33.34,326.75,34.96,29.27,28.55,62.54,86.42,135.44,,,20.85,28.84,143.25,12.33,62.21,57.56,105.64,15.98,42.34,
2017-02-27,44.53,849.67,829.28,32.91,326.73,34.63,29.05,28.33,62.53,86.88,136.41,,,21.00,28.93,143.41,12.29,62.17,57.47,105.56,16.06,41.79,
2017-02-28,43.98,844.93,823.21,32.89,323.06,34.53,28.76,28.07,62.00,86.38,135.54,,,20.61,28.41,142.13,12.06,62.53,56.98,105.42,15.77,41.53,
2017-03-01,45.94,856.75,835.24,33.09,325.17,34.69,28.52,27.87,61.99,87.70,137.42,,,20.85,28.83,142.65,12.32,62.34,58.80,106.33,15.79,41.68,
2017-03-02,45.49,849.85,830.63,33.11,323.95,34.56,28.49,27.66,60.82,86.89,136.76,,,20.89,28.34,139.53,12.08,62.54,57.88,105.90,15.79,41.83,
2017-03-03,45.87,849.08,829.08,33.06,322.32,34.35,27.89,27.20,61.18,87.12,137.17,,,20.71,28.41,139.14,12.14,63.56,58.12,106.53,15.75,41.92,
2017-03-06,46.59,847.27,827.78,33.02,323.77,34.55,27.78,27.19,61.23,87.02,137.42,,,20.74,28.57,141.94,12.19,62.84,58.73,105.98,15.56,41.87,
2017-03-07,46.84,851.15,831.91,32.96,323.24,34.53,27.75,27.20,64.00,88.18,137.30,,,20.70,28.35,141.43,11.91,61.63,59.19,106.16,15.18,41.37,
2017-03-08,47.34,853.64,835.37,32.87,322.60,34.24,27.98,27.39,63.99,88.88,137.72,,,20.77,28.33,140.32,11.75,61.41,59.31,106.14,15.24,41.14,
2017-03-09,47.77,857.84,838.68,33.01,323.14,34.49,27.86,27.29,63.51,88.91,138.24,,,20.68,28.39,140.53,11.68,61.14,59.16,106.32,15.22,41.24,
2017-03-10,47.95,861.41,843.25,33.33,323.48,34.44,27.69,27.09,62.05,89.69,138.79,,,20.72,28.27,140.89,11.65,61.48,59.00,106.22,15.12,41.30,
2017-03-13,48.24,864.58,845.54,33.35,324.34,34.42,27.50,26.77,61.98,90.61,139.60,,,20.75,28.67,143.52,11.65,61.84,59.51,106.79,15.21,41.40,
2017-03-14,47.83,865.91,845.62,33.13,324.64,34.52,27.46,26.67,62.46,90.78,139.32,,,20.77,28.60,143.19,11.76,61.35,59.25,107.55,15.32,41.31,
2017-03-15,47.97,868.39,847.20,33.52,325.38,34.83,28.00,27.21,63.14,91.39,139.72,,,20.95,28.86,145.25,11.95,62.99,59.02,107.13,15.03,41.96,
2017-03-16,47.85,870.00,848.78,33.40,323.72,34.77,28.15,27.40,63.22,90.08,139.99,,,21.05,29.03,144.39,11.99,62.39,58.51,106.98,15.19,41.88,
2017-03-17,47.88,872.37,852.12,33.54,325.81,34.57,28.01,27.35,63.86,89.47,139.84,,,21.02,29.25,145.11,12.00,63.50,58.01,107.02,15.08,42.17,
2017-03-20,47.71,867.91,848.40,33.39,324.99,34.59,27.73,27.16,63.06,89.04,139.94,,,20.78,29.06,145.83,11.98,63.11,57.89,107.93,15.09,42.04,
2017-03-21,46.99,850.14,830.46,33.12,320.66,34.21,27.44,26.83,61.87,88.29,138.51,,,20.59,28.95,142.42,11.88,62.47,56.60,107.01,14.54,41.98,
2017-03-22,47.44,849.80,829.59,32.78,321.20,34.18,27.54,27.00,61.65,88.62,139.59,,,20.84,28.75,142.65,11.88,63.27,57.58,107.33,14.98,41.60,
2017-03-23,47.54,839.65,817.58,32.78,323.62,34.35,27.67,27.15,61.88,88.49,139.53,,,20.76,29.30,141.84,11.91,63.12,57.72,107.48,14.93,41.54,
